---------------------------------------------------------------------------------------------
Output for  sample-d.txt
---------------------------------------------------------------------------------------------
('total number of words=', 2948155)
('total number of distinct words=', 57120)
('popular_threshold_word=', 2856.0)
('common_threshold_l_word=', 27132.0)
('common_threshold_u_word=', 29988.0)
('rare_threshold_word=', 54264.0)
---------------------------------------------------------------------------------------------

Popular Words
+----+---------------+---------+
|Rank|Word           |Frequency|
|251 |half           |1163     |
|252 |leave          |1161     |
|253 |something      |1155     |
|254 |says           |1154     |
|255 |son            |1153     |
|256 |took           |1143     |
|257 |sea            |1142     |
|258 |wife           |1142     |
|259 |soul           |1139     |
|260 |indeed         |1125     |
|261 |almost         |1123     |
|262 |light          |1122     |
|263 |round          |1122     |
|264 |gladstone      |1117     |
|265 |among          |1115     |
|266 |boy            |1115     |
|267 |whole          |1114     |
|268 |whale          |1111     |
|269 |dead           |1102     |
|270 |sweet          |1099     |
|271 |less           |1096     |
|272 |doth           |1093     |
|273 |got            |1090     |
|274 |exeunt         |1089     |
|275 |eye            |1082     |
|276 |seemed         |1081     |
|277 |since          |1080     |
|278 |does           |1075     |
|279 |high           |1074     |
|280 |use            |1066     |
|281 |call           |1064     |
|282 |looked         |1057     |
|283 |course         |1056     |
|284 |friend         |1053     |
|285 |fear           |1051     |
|286 |few            |1046     |
|287 |keep           |1043     |
|288 |whether        |1033     |
|289 |blood          |1021     |
|290 |days           |1020     |
|291 |gone           |1013     |
|292 |body           |1011     |
|293 |exit           |1011     |
|294 |having         |1008     |
|295 |matter         |1004     |
|296 |public         |999      |
|297 |truth          |999      |
|298 |answer         |995      |
|299 |soon           |992      |
|300 |general        |984      |
|301 |either         |980      |
|302 |question       |974      |
|303 |knew           |973      |
|304 |hold           |972      |
|305 |live           |971      |
|306 |friends        |970      |
|307 |kind           |969      |
|308 |white          |964      |
|309 |rest           |962      |
|310 |together       |953      |
|311 |case           |951      |
|312 |stand          |951      |
|313 |comes          |949      |
|314 |reason         |949      |
|315 |bloom          |948      |
|316 |brother        |946      |
|317 |heaven         |944      |
|318 |prince         |938      |
|319 |hope           |937      |
|320 |sure           |934      |
|321 |gave           |924      |
|322 |honour         |921      |
|323 |going          |920      |
|324 |quite          |914      |
|325 |room           |912      |
|326 |noble          |909      |
|327 |present        |905      |
|328 |others         |904      |
|329 |country        |902      |
|330 |women          |902      |
|331 |gentleman      |896      |
|332 |tm             |896      |
|333 |henry          |894      |
|334 |door           |892      |
|335 |brought        |891      |
|336 |near           |890      |
|337 |asked          |886      |
|338 |perhaps        |886      |
|339 |mother         |882      |
|340 |mrs            |881      |
|341 |peace          |879      |
|342 |called         |877      |
|343 |certain        |876      |
|344 |pray           |874      |
|345 |voice          |874      |
|346 |times          |872      |
|347 |war            |870      |
|348 |show           |869      |
|349 |dear           |855      |
|350 |none           |855      |
|351 |often          |855      |
|352 |law            |850      |
|353 |lay            |847      |
|354 |bear           |845      |
|355 |mean           |845      |
|356 |water          |844      |
|357 |else           |842      |
|358 |money          |830      |
|359 |four           |820      |
|360 |daughter       |816      |
|361 |ay             |814      |
|362 |miss           |814      |
|363 |help           |811      |
|364 |alone          |810      |
|365 |ye             |809      |
|366 |given          |808      |
|367 |themselves     |808      |
|368 |forth          |805      |
|369 |next           |805      |
|370 |moment         |800      |
|371 |itself         |792      |
|372 |read           |792      |
|373 |means          |789      |
|374 |act            |786      |
|375 |point          |786      |
|376 |believe        |785      |
|377 |fire           |785      |
|378 |small          |783      |
|379 |bring          |781      |
|380 |however        |781      |
|381 |france         |780      |
|382 |business       |778      |
|383 |bed            |774      |
|384 |england        |773      |
|385 |child          |769      |
|386 |anything       |767      |
|387 |justice        |764      |
|388 |hour           |761      |
|389 |air            |757      |
|390 |spirit         |757      |
|391 |want           |756      |
|392 |church         |755      |
|393 |began          |754      |
|394 |black          |753      |
|395 |grace          |750      |
|396 |known          |748      |
|397 |morning        |748      |
|398 |stood          |746      |
|399 |turned         |741      |
|400 |turn           |738      |
|401 |least          |737      |
|402 |strong         |735      |
|403 |captain        |734      |
|404 |sort           |732      |
|405 |fellow         |731      |
|406 |form           |726      |
|407 |strange        |722      |
|408 |free           |720      |
|409 |english        |718      |
|410 |letter         |713      |
|411 |die            |712      |
|412 |hard           |709      |
|413 |lost           |709      |
|414 |ought          |707      |
|415 |until          |707      |
|416 |common         |704      |
|417 |york           |704      |
|418 |taken          |702      |
|419 |open           |698      |
|420 |gloucester     |696      |
|421 |number         |693      |
|422 |sense          |691      |
|423 |looking        |689      |
|424 |makes          |686      |
|425 |nay            |686      |
|426 |subject        |686      |
|427 |towards        |686      |
|428 |order          |684      |
|429 |year           |680      |
|430 |behind         |679      |
|431 |hast           |678      |
|432 |works          |676      |
|433 |please         |675      |
|434 |cause          |673      |
|435 |arms           |672      |
|436 |age            |669      |
|437 |along          |669      |
|438 |dark           |663      |
|439 |remember       |663      |
|440 |wish           |661      |
|441 |become         |660      |
|442 |already        |659      |
|443 |court          |659      |
|444 |large          |657      |
|445 |thousand       |657      |
|446 |book           |651      |
|447 |neither        |651      |
|448 |ship           |651      |
|449 |five           |648      |
|450 |care           |646      |
|451 |different      |646      |
|452 |play           |646      |
|453 |sight          |645      |
|454 |sun            |645      |
|455 |manner         |641      |
|456 |aside          |639      |
|457 |cried          |635      |
|458 |seems          |635      |
|459 |city           |631      |
|460 |sent           |631      |
|461 |husband        |630      |
|462 |further        |628      |
|463 |earth          |627      |
|464 |stay           |623      |
|465 |fall           |615      |
|466 |ask            |611      |
|467 |ill            |611      |
|468 |knowledge      |608      |
|469 |above          |607      |
|470 |feel           |607      |
|471 |land           |606      |
|472 |street         |606      |
|473 |felt           |605      |
|474 |herself        |604      |
|475 |person         |603      |
|476 |servant        |603      |
|477 |terms          |603      |
|478 |children       |602      |
|479 |meet           |600      |
|480 |view           |599      |
|481 |pleasure       |597      |
|482 |seem           |597      |
|483 |return         |596      |
|484 |falstaff       |595      |
|485 |human          |595      |
|486 |passed         |594      |
|487 |office         |592      |
|488 |doubt          |591      |
|489 |desire         |590      |
|490 |third          |588      |
|491 |cold           |587      |
|492 |beauty         |584      |
|493 |coming         |583      |
|494 |party          |583      |
|495 |short          |583      |
|496 |change         |579      |
|497 |certainly      |576      |
|498 |faith          |575      |
|499 |madam          |574      |
|500 |french         |570      |
|501 |lords          |569      |
|502 |interest       |568      |
|503 |page           |567      |
|504 |laws           |565      |
|505 |bad            |564      |
|506 |sometimes      |564      |
|507 |making         |563      |
|508 |constitution   |562      |
|509 |follow         |562      |
|510 |suppose        |562      |
|511 |sound          |561      |
|512 |yourself       |561      |
|513 |youth          |561      |
|514 |tongue         |559      |
|515 |ground         |556      |
|516 |close          |554      |
|517 |ere            |553      |
|518 |fool           |553      |
|519 |need           |553      |
|520 |lie            |551      |
|521 |e              |549      |
|522 |born           |548      |
|523 |chapter        |548      |
|524 |gentle         |548      |
|525 |fact           |547      |
|526 |particular     |547      |
|527 |stephen        |546      |
|528 |gods           |545      |
|529 |run            |545      |
|530 |doctor         |544      |
|531 |horse          |544      |
|532 |duty           |543      |
|533 |several        |543      |
|534 |used           |542      |
|535 |richard        |541      |
|536 |antony         |537      |
|537 |feet           |537      |
|538 |held           |537      |
|539 |caesar         |535      |
|540 |self           |535      |
|541 |ten            |535      |
|542 |thine          |535      |
|543 |gold           |533      |
|544 |wind           |533      |
|545 |family         |531      |
|546 |marry          |530      |
|547 |spoke          |530      |
|548 |fell           |529      |
|549 |hamlet         |528      |
|550 |opinion        |527      |
|551 |purpose        |527      |
|552 |kept           |525      |
|553 |ready          |524      |
|554 |really         |523      |
|555 |happy          |522      |
|556 |deep           |521      |
|557 |hence          |521      |
|558 |story          |514      |
|559 |met            |511      |
|560 |thoughts       |511      |
|561 |girl           |510      |
|562 |mistress       |507      |
|563 |union          |507      |
|564 |force          |506      |
|565 |fortune        |505      |
|566 |greater        |505      |
|567 |natural        |505      |
|568 |music          |504      |
|569 |united         |503      |
|570 |idea           |502      |
|571 |hair           |501      |
|572 |character      |500      |
|573 |talk           |497      |
|574 |able           |495      |
|575 |sleep          |494      |
|576 |wrong          |494      |
|577 |company        |493      |
|578 |sat            |493      |
|579 |watch          |492      |
|580 |past           |490      |
|581 |replied        |489      |
|582 |hundred        |488      |
|583 |unto           |488      |
|584 |cut            |487      |
|585 |rome           |487      |
|586 |authority      |486      |
|587 |dost           |486      |
|588 |national       |485      |
|589 |evil           |483      |
|590 |brutus         |482      |
|591 |late           |480      |
|592 |twenty         |480      |
|593 |school         |479      |
|594 |false          |478      |
|595 |knows          |478      |
|596 |possible       |475      |
|597 |tears          |474      |
|598 |service        |472      |
|599 |arm            |467      |
|600 |married        |466      |
|601 |wonder         |466      |
|602 |foot           |465      |
|603 |living         |465      |
|604 |red            |465      |
|605 |cry            |461      |
|606 |hours          |460      |
|607 |mouth          |459      |
|608 |low            |458      |
|609 |powers         |458      |
|610 |welcome        |458      |
|611 |unless         |451      |
|612 |virtue         |450      |
|613 |lives          |449      |
|614 |pass           |449      |
|615 |saying         |449      |
|616 |line           |448      |
|617 |send           |447      |
|618 |beyond         |446      |
|619 |strength       |446      |
|620 |during         |444      |
|621 |sit            |444      |
|622 |sword          |444      |
|623 |worth          |443      |
|624 |besides        |442      |
|625 |charge         |440      |
|626 |fine           |440      |
|627 |foundation     |440      |
|628 |charles        |439      |
|629 |de             |439      |
|630 |alice          |438      |
|631 |laid           |438      |
|632 |lips           |438      |
|633 |news           |438      |
|634 |political      |438      |
|635 |gentlemen      |437      |
|636 |fight          |436      |
|637 |longer         |435      |
|638 |respect        |435      |
|639 |shame          |435      |
|640 |silver         |435      |
|641 |electronic     |434      |
|642 |died           |433      |
|643 |marriage       |433      |
|644 |necessary      |433      |
|645 |forward        |431      |
|646 |rich           |431      |
|647 |became         |429      |
|648 |honest         |428      |
|649 |royal          |428      |
|650 |ahab           |427      |
|651 |understand     |427      |
|652 |breath         |426      |
|653 |dog            |425      |
|654 |received       |425      |
|655 |save           |425      |
|656 |citizens       |424      |
|657 |clear          |424      |
|658 |bound          |423      |
|659 |feeling        |423      |
|660 |heavy          |423      |
|661 |mark           |423      |
|662 |sister         |423      |
|663 |quickly        |422      |
|664 |influence      |421      |
|665 |doing          |420      |
|666 |later          |419      |
|667 |wrote          |418      |
|668 |re             |417      |
|669 |farewell       |416      |
|670 |mad            |416      |
|671 |paper          |416      |
|672 |single         |416      |
|673 |rose           |415      |
|674 |break          |414      |
|675 |danger         |414      |
|676 |letters        |414      |
|677 |london         |414      |
|678 |speech         |413      |
|679 |warwick        |413      |
|680 |draw           |412      |
|681 |morrow         |411      |
|682 |pay            |411      |
|683 |six            |411      |
|684 |try            |410      |
|685 |wild           |408      |
|686 |citizen        |407      |
|687 |looks          |407      |
|688 |followed       |406      |
|689 |goes           |406      |
|690 |thank          |406      |
|691 |beautiful      |404      |
|692 |real           |403      |
|693 |bid            |402      |
|694 |pictures       |401      |
|695 |truly          |401      |
|696 |worse          |401      |
|697 |prove          |400      |
|698 |boat           |399      |
|699 |picture        |399      |
|700 |taking         |399      |
|701 |messenger      |398      |
|702 |lies           |397      |
|703 |town           |397      |
|704 |wise           |397      |
|705 |early          |396      |
|706 |table          |396      |
|707 |appear         |395      |
|708 |boys           |393      |
|709 |lived          |392      |
|710 |paris          |392      |
|711 |plain          |392      |
|712 |seek           |392      |
|713 |walk           |392      |
|714 |crown          |391      |
|715 |effect         |391      |
|716 |hot            |390      |
|717 |answered       |389      |
|718 |pity           |388      |
|719 |easy           |387      |
|720 |field          |387      |
|721 |figure         |387      |
|722 |green          |387      |
|723 |history        |387      |
|724 |learned        |385      |
|725 |yours          |385      |
|726 |edward         |383      |
|727 |learn          |383      |
|728 |private        |383      |
|729 |greatest       |381      |
|730 |ii             |381      |
|731 |principle      |381      |
|732 |hardly         |380      |
|733 |mere           |380      |
|734 |bloody         |379      |
|735 |road           |379      |
|736 |big            |378      |
|737 |heads          |378      |
|738 |ear            |377      |
|739 |trust          |377      |
|740 |carried        |375      |
|741 |grave          |375      |
|742 |devil          |374      |
|743 |object         |374      |
|744 |sad            |374      |
|745 |wilt           |374      |
|746 |degree         |373      |
|747 |drink          |373      |
|748 |jane           |373      |
|749 |loved          |372      |
|750 |except         |371      |
|751 |fast           |371      |
|752 |former         |368      |
|753 |evening        |367      |
|754 |ears           |366      |
|755 |pretty         |366      |
|756 |window         |366      |
|757 |dare           |365      |
|758 |iago           |365      |
|759 |joy            |365      |
|760 |proper         |365      |
|761 |sake           |365      |
|762 |clown          |364      |
|763 |struck         |364      |
|764 |bill           |362      |
|765 |paid           |362      |
|766 |parts          |362      |
|767 |straight       |361      |
|768 |federal        |360      |
|769 |pardon         |360      |
|770 |st             |359      |
|771 |standing       |359      |
|772 |returned       |358      |
|773 |worthy         |358      |
|774 |note           |356      |
|775 |proud          |355      |
|776 |led            |354      |
|777 |bright         |353      |
|778 |chance         |353      |
|779 |holy           |353      |
|780 |touch          |352      |
|781 |eat            |350      |
|782 |lose           |348      |
|783 |everything     |347      |
|784 |shalt          |347      |
|785 |members        |346      |
|786 |ran            |346      |
|787 |oh             |344      |
|788 |silence        |344      |
|789 |around         |343      |
|790 |below          |343      |
|791 |drawn          |343      |
|792 |wanted         |343      |
|793 |whatever       |343      |
|794 |foreign        |342      |
|795 |latter         |341      |
|796 |glad           |340      |
|797 |lorry          |340      |
|798 |plato          |340      |
|799 |simple         |340      |
|800 |trouble        |340      |
|801 |likely         |339      |
|802 |blue           |338      |
|803 |fit            |338      |
|804 |fly            |338      |
|805 |account        |337      |
|806 |future         |337      |
|807 |liberty        |337      |
|808 |added          |336      |
|809 |hither         |336      |
|810 |speaking       |336      |
|811 |action         |333      |
|812 |grow           |333      |
|813 |soldier        |333      |
|814 |wall           |333      |
|815 |march          |332      |
|816 |written        |332      |
|817 |circumstances  |331      |
|818 |uncle          |330      |
|819 |othello        |329      |
|820 |write          |329      |
|821 |command        |328      |
|822 |hall           |328      |
|823 |position       |328      |
|824 |quiet          |327      |
|825 |ah             |326      |
|826 |although       |326      |
|827 |majesty        |326      |
|828 |across         |325      |
|829 |moved          |325      |
|830 |swear          |324      |
|831 |wine           |324      |
|832 |chief          |322      |
|833 |gives          |322      |
|834 |rochester      |322      |
|835 |ladies         |320      |
|836 |measure        |320      |
|837 |wit            |319      |
|838 |instead        |318      |
|839 |passion        |318      |
|840 |seven          |318      |
|841 |cases          |315      |
|842 |hearts         |315      |
|843 |soft           |315      |
|844 |suddenly       |314      |
|845 |experience     |313      |
|846 |golden         |313      |
|847 |sorrow         |313      |
|848 |grief          |311      |
|849 |kill           |311      |
|850 |rule           |311      |
|851 |society        |311      |
|852 |sons           |311      |
|853 |kiss           |310      |
|854 |painter        |310      |
|855 |speed          |310      |
|856 |stands         |310      |
|857 |agreement      |309      |
|858 |cousin         |309      |
|859 |principles     |309      |
|860 |sick           |309      |
|861 |timon          |309      |
|862 |iii            |308      |
|863 |necessity      |308      |
|864 |begin          |307      |
|865 |especially     |307      |
|866 |lead           |307      |
|867 |serve          |307      |
|868 |soldiers       |307      |
|869 |stop           |307      |
|870 |foul           |306      |
|871 |pale           |306      |
|872 |peel           |306      |
|873 |seat           |306      |
|874 |broken         |305      |
|875 |education      |305      |
|876 |top            |305      |
|877 |individual     |304      |
|878 |romeo          |304      |
|879 |secret         |303      |
|880 |front          |302      |
|881 |nurse          |302      |
|882 |walls          |302      |
|883 |cleopatra      |301      |
|884 |language       |301      |
|885 |dr             |300      |
|886 |hat            |300      |
|887 |quick          |300      |
|888 |tried          |300      |
|889 |affairs        |299      |
|890 |george         |299      |
|891 |ring           |299      |
|892 |agree          |298      |
|893 |persons        |298      |
|894 |plan           |298      |
|895 |probably       |298      |
|896 |following      |297      |
|897 |ford           |297      |
|898 |fresh          |297      |
|899 |earl           |296      |
|900 |important      |296      |
|901 |saint          |296      |
|902 |wait           |296      |
|903 |comfort        |295      |
|904 |ways           |295      |
|905 |ho             |294      |
|906 |thinking       |294      |
|907 |executive      |292      |
|908 |receive        |292      |
|909 |merry          |291      |
|910 |policy         |291      |
|911 |consider       |290      |
|912 |glass          |290      |
|913 |meant          |290      |
|914 |wood           |290      |
|915 |ancient        |289      |
|916 |dream          |289      |
|917 |drew           |289      |
|918 |judgment       |289      |
|919 |meaning        |289      |
|920 |occasion       |289      |
|921 |regard         |289      |
|922 |advantage      |288      |
|923 |sitting        |288      |
|924 |wear           |288      |
|925 |ago            |287      |
|926 |argument       |287      |
|927 |enemy          |287      |
|928 |famous         |287      |
|929 |macbeth        |287      |
|930 |oxford         |287      |
|931 |beginning      |286      |
|932 |carry          |286      |
|933 |claudio        |286      |
|934 |higher         |286      |
|935 |content        |285      |
|936 |guard          |285      |
|937 |appears        |284      |
|938 |don            |284      |
|939 |grey           |284      |
|940 |lot            |284      |
|941 |smile          |284      |
|942 |takes          |284      |
|943 |colour         |283      |
|944 |dinner         |283      |
|945 |opened         |283      |
|946 |pure           |283      |
|947 |showed         |283      |
|948 |forget         |282      |
|949 |ourselves      |282      |
|950 |according      |281      |
|951 |battle         |281      |
|952 |defarge        |281      |
|953 |hate           |281      |
|954 |nearly         |281      |
|955 |running        |281      |
|956 |wonderful      |281      |
|957 |antonio        |280      |
|958 |corner         |280      |
|959 |giving         |280      |
|960 |moor           |280      |
|961 |papa           |280      |
|962 |painted        |279      |
|963 |alas           |278      |
|964 |broke          |278      |
|965 |curious        |278      |
|966 |moon           |278      |
|967 |presence       |278      |
|968 |presently      |278      |
|969 |s              |278      |
|970 |system         |278      |
|971 |fault          |277      |
|972 |fish           |277      |
|973 |impossible     |277      |
|974 |instant        |277      |
|975 |remain         |277      |
|976 |bit            |276      |
|977 |cast           |276      |
|978 |loves          |276      |
|979 |mercy          |276      |
|980 |perfect        |276      |
|981 |period         |276      |
|982 |slowly         |276      |
|983 |p              |275      |
|984 |parliament     |275      |
|985 |shadow         |275      |
|986 |palace         |274      |
|987 |wide           |274      |
|988 |florence       |273      |
|989 |stone          |273      |
|990 |praise         |272      |
|991 |seeing         |272      |
|992 |shallow        |272      |
|993 |whales         |272      |
|994 |wisdom         |272      |
|995 |car            |271      |
|996 |deck           |271      |
|997 |getting        |271      |
|998 |happiness      |271      |
|999 |step           |271      |
|1000|placed         |269      |
|1001|property       |269      |
|1002|due            |268      |
|1003|spring         |268      |
|1004|strike         |268      |
|1005|distance       |267      |
|1006|faces          |267      |
|1007|passing        |267      |
|1008|trade          |267      |
|1009|excellent      |266      |
|1010|health         |266      |
|1011|copy           |265      |
|1012|hell           |265      |
|1013|mary           |265      |
|1014|rosalind       |265      |
|1015|villain        |265      |
|1016|attention      |264      |
|1017|class          |264      |
|1018|judge          |264      |
|1019|questions      |264      |
|1020|sin            |264      |
|1021|happened       |263      |
|1022|length         |263      |
|1023|outside        |263      |
|1024|roman          |263      |
|1025|considered     |262      |
|1026|favour         |262      |
|1027|grew           |262      |
|1028|license        |262      |
|1029|objects        |262      |
|1030|walked         |262      |
|1031|horses         |261      |
|1032|pain           |261      |
|1033|promise        |261      |
|1034|buckingham     |260      |
|1035|j              |260      |
|1036|nine           |260      |
|1037|patience       |260      |
|1038|confidence     |259      |
|1039|creature       |259      |
|1040|deal           |259      |
|1041|difference     |259      |
|1042|equal          |259      |
|1043|ha             |259      |
|1044|sing           |259      |
|1045|behold         |258      |
|1046|dangerous      |258      |
|1047|drawing        |258      |
|1048|interests      |258      |
|1049|stopped        |258      |
|1050|worked         |258      |
|1051|afterwards     |257      |
|1052|bottom         |257      |
|1053|courage        |257      |
|1054|maid           |257      |
|1055|piece          |257      |
|1056|fancy          |256      |
|1057|greek          |256      |
|1058|pride          |256      |
|1059|easily         |255      |
|1060|lower          |255      |
|1061|middle         |255      |
|1062|teach          |255      |
|1063|blind          |254      |
|1064|brave          |254      |
|1065|nose           |254      |
|1066|trees          |254      |
|1067|board          |253      |
|1068|bold           |253      |
|1069|notice         |253      |
|1070|rights         |253      |
|1071|support        |253      |
|1072|worst          |253      |
|1073|blow           |252      |
|1074|iron           |252      |
|1075|weak           |252      |
|1076|eight          |251      |
|1077|flesh          |251      |
|1078|literary       |250      |
|1079|offer          |250      |
|1080|hill           |249      |
|1081|breast         |248      |
|1082|copyright      |248      |
|1083|difficulty     |248      |
|1084|motion         |248      |
|1085|post           |248      |
|1086|conduct        |247      |
|1087|suffolk        |247      |
|1088|thyself        |247      |
|1089|turning        |247      |
|1090|rise           |246      |
|1091|sperm          |246      |
|1092|enemies        |245      |
|1093|continued      |244      |
|1094|existence      |244      |
|1095|lucius         |244      |
|1096|troilus        |244      |
|1097|cassio         |243      |
|1098|margaret       |243      |
|1099|appeared       |242      |
|1100|army           |242      |
|1101|places         |242      |
|1102|points         |242      |
|1103|prison         |242      |
|1104|report         |242      |
|1105|sudden         |242      |
|1106|william        |242      |
|1107|base           |241      |
|1108|donations      |241      |
|1109|food           |241      |
|1110|mighty         |241      |
|1111|silent         |241      |
|1112|sky            |241      |
|1113|suit           |241      |
|1114|thanks         |241      |
|1115|c              |240      |
|1116|ones           |240      |
|1117|personal       |240      |
|1118|senate         |240      |
|1119|sharp          |240      |
|1120|spirits        |240      |
|1121|syracuse       |240      |
|1122|books          |239      |
|1123|chamber        |239      |
|1124|choice         |239      |
|1125|example        |239      |
|1126|loss           |239      |
|1127|manners        |239      |
